index,City,Date,Card Type,Exp Type,Gender,Amount
6478,"Bengaluru, India",11-Nov-13,Gold,Fuel,F,269809
6503,"Ahmedabad, India",11-Nov-13,Signature,Fuel,F,156313
7565,"Bengaluru, India",11-Nov-13,Gold,Food,F,217818
8617,"Ahmedabad, India",11-Nov-13,Silver,Food,F,169496
9671,"Ahmedabad, India",11-Nov-13,Signature,Grocery,F,264259
9725,"Greater Mumbai, India",11-Nov-13,Signature,Fuel,F,129660
10951,"Delhi, India",11-Nov-13,Platinum,Grocery,M,199805
11161,"Delhi, India",11-Nov-13,Platinum,Grocery,F,106334
13536,"Delhi, India",11-Nov-13,Platinum,Fuel,F,74559
13621,"Greater Mumbai, India",11-Nov-13,Silver,Entertainment,F,107190
14157,"Sironj, India",11-Nov-13,Platinum,Entertainment,M,297574
14812,"Sarangpur, India",11-Nov-13,Gold,Entertainment,F,231202
15379,"Chikkamagaluru, India",11-Nov-13,Gold,Entertainment,F,273502
15567,"Mangaluru, India",11-Nov-13,Gold,Grocery,F,169530
16226,"Barbil, India",11-Nov-13,Platinum,Fuel,F,49816
17544,"Murtijapur, India",11-Nov-13,Platinum,Grocery,F,231197
17545,"Kunnamkulam, India",11-Nov-13,Signature,Fuel,F,209157
18301,"Thanjavur, India",11-Nov-13,Silver,Bills,F,167662
19398,"Manmad, India",11-Nov-13,Platinum,Entertainment,M,117361
19460,"Aligarh, India",11-Nov-13,Gold,Bills,F,116365
19746,"Pen, India",11-Nov-13,Silver,Grocery,M,109411
20056,"Chennai, India",11-Nov-13,Platinum,Food,M,19754
20525,"Surat, India",11-Nov-13,Gold,Entertainment,F,147983
21146,"Hyderabad, India",11-Nov-13,Platinum,Food,F,32140
21319,"Kanpur, India",11-Nov-13,Gold,Fuel,F,17335
22299,"Kolkata, India",11-Nov-13,Platinum,Grocery,M,258573
22461,"Surat, India",11-Nov-13,Platinum,Fuel,M,17169
22640,"Kanpur, India",11-Nov-13,Platinum,Fuel,M,35982
23093,"Hyderabad, India",11-Nov-13,Platinum,Bills,F,279258
23953,"Jaipur, India",11-Nov-13,Gold,Fuel,M,11469
25279,"Lucknow, India",11-Nov-13,Gold,Fuel,M,93626
25711,"Jaipur, India",11-Nov-13,Signature,Travel,F,112795
66,"Bengaluru, India",10-Nov-13,Gold,Bills,F,265417
980,"Bengaluru, India",10-Nov-13,Silver,Entertainment,F,116662
1808,"Ahmedabad, India",10-Nov-13,Gold,Bills,M,163200
2235,"Greater Mumbai, India",10-Nov-13,Platinum,Fuel,M,233803
3174,"Ahmedabad, India",10-Nov-13,Platinum,Entertainment,F,291608
3952,"Delhi, India",10-Nov-13,Gold,Entertainment,F,230422
4253,"Ahmedabad, India",10-Nov-13,Platinum,Fuel,F,55968
4258,"Bengaluru, India",10-Nov-13,Platinum,Food,M,3769
4497,"Delhi, India",10-Nov-13,Platinum,Entertainment,F,51185
4974,"Ahmedabad, India",10-Nov-13,Platinum,Fuel,M,45027
5911,"Bengaluru, India",10-Nov-13,Signature,Food,F,26796
6275,"Bengaluru, India",10-Nov-13,Silver,Bills,M,176386
6645,"Ahmedabad, India",10-Nov-13,Silver,Entertainment,M,44633
7133,"Ahmedabad, India",10-Nov-13,Platinum,Fuel,F,110941
7641,"Bengaluru, India",10-Nov-13,Gold,Food,M,114265
7699,"Greater Mumbai, India",10-Nov-13,Signature,Food,M,81671
9085,"Ahmedabad, India",10-Nov-13,Signature,Fuel,M,148313
9501,"Bengaluru, India",10-Nov-13,Gold,Bills,M,77784
10454,"Greater Mumbai, India",10-Nov-13,Silver,Entertainment,F,199538
10517,"Delhi, India",10-Nov-13,Silver,Grocery,F,71373
12435,"Delhi, India",10-Nov-13,Silver,Entertainment,F,49792
17402,"Rishikesh, India",10-Nov-13,Silver,Grocery,M,213571
17433,"Rajgir, India",10-Nov-13,Gold,Grocery,F,81446
17936,"Suryapet, India",10-Nov-13,Signature,Food,M,248561
19562,"Tirukalukundram, India",10-Nov-13,Platinum,Entertainment,F,265252
19753,"Mandsaur, India",10-Nov-13,Signature,Fuel,F,176620
20478,"Pune, India",10-Nov-13,Gold,Entertainment,M,1972
21606,"Surat, India",10-Nov-13,Signature,Grocery,F,79070
21968,"Surat, India",10-Nov-13,Silver,Fuel,M,73348
23614,"Jaipur, India",10-Nov-13,Signature,Fuel,F,285531
23813,"Kanpur, India",10-Nov-13,Gold,Bills,M,200253
24010,"Lucknow, India",10-Nov-13,Signature,Fuel,M,202441
25167,"Surat, India",10-Nov-13,Signature,Fuel,M,113065
25994,"Lucknow, India",10-Nov-13,Silver,Travel,F,70237
19,"Greater Mumbai, India",09-Nov-13,Platinum,Bills,F,735566
170,"Greater Mumbai, India",09-Nov-13,Platinum,Bills,F,681749
255,"Ahmedabad, India",09-Nov-13,Platinum,Bills,F,477553
621,"Delhi, India",09-Nov-13,Silver,Food,F,168039
1813,"Greater Mumbai, India",09-Nov-13,Platinum,Entertainment,M,275854
2333,"Bengaluru, India",09-Nov-13,Signature,Fuel,F,217301
3627,"Ahmedabad, India",09-Nov-13,Signature,Bills,F,264497
7782,"Greater Mumbai, India",09-Nov-13,Signature,Entertainment,M,156433
8657,"Ahmedabad, India",09-Nov-13,Signature,Bills,F,7229
8690,"Bengaluru, India",09-Nov-13,Signature,Entertainment,F,28587
9331,"Delhi, India",09-Nov-13,Gold,Fuel,F,48795
9474,"Delhi, India",09-Nov-13,Signature,Fuel,F,23303
10332,"Delhi, India",09-Nov-13,Signature,Fuel,F,131009
11277,"Delhi, India",09-Nov-13,Silver,Grocery,F,261270
11664,"Delhi, India",09-Nov-13,Signature,Food,F,14712
11872,"Bengaluru, India",09-Nov-13,Gold,Bills,M,44897
11917,"Greater Mumbai, India",09-Nov-13,Gold,Fuel,F,291366
12254,"Ahmedabad, India",09-Nov-13,Silver,Food,F,19608
12709,"Delhi, India",09-Nov-13,Gold,Grocery,M,153338
13465,"Greater Mumbai, India",09-Nov-13,Signature,Grocery,M,234607
13902,"Delhi, India",09-Nov-13,Silver,Bills,F,195444
14864,"Sasaram, India",09-Nov-13,Silver,Fuel,M,20934
14966,"Suratgarh, India",09-Nov-13,Platinum,Entertainment,F,216482
15002,"Manuguru, India",09-Nov-13,Platinum,Food,M,283834
15160,"Raisen, India",09-Nov-13,Platinum,Food,F,61596
15531,"Mokokchung, India",09-Nov-13,Silver,Entertainment,M,37994
15766,"Loni, India",09-Nov-13,Platinum,Food,M,8542
16079,"Mathura, India",09-Nov-13,Silver,Grocery,M,201782
16977,"Sunam, India",09-Nov-13,Gold,Entertainment,M,149020
17798,"Nautanwa, India",09-Nov-13,Gold,Grocery,M,218358
18782,"Nabha, India",09-Nov-13,Silver,Bills,F,280927
19584,"Chirkunda, India",09-Nov-13,Platinum,Grocery,M,83491
20851,"Jaipur, India",09-Nov-13,Platinum,Grocery,M,142819
21335,"Pune, India",09-Nov-13,Platinum,Food,F,280551
23534,"Lucknow, India",09-Nov-13,Gold,Food,F,277701
24141,"Jaipur, India",09-Nov-13,Signature,Grocery,M,206800
25148,"Chennai, India",09-Nov-13,Platinum,Fuel,M,150664
541,"Greater Mumbai, India",08-Nov-13,Gold,Food,F,136040
934,"Ahmedabad, India",08-Nov-13,Silver,Entertainment,F,195699
1426,"Greater Mumbai, India",08-Nov-13,Gold,Food,F,56532
1701,"Greater Mumbai, India",08-Nov-13,Signature,Bills,F,67078
2214,"Bengaluru, India",08-Nov-13,Silver,Fuel,F,186183
5581,"Ahmedabad, India",08-Nov-13,Platinum,Bills,F,54090
6482,"Delhi, India",08-Nov-13,Signature,Food,M,294177
6775,"Greater Mumbai, India",08-Nov-13,Platinum,Entertainment,M,261984
8218,"Ahmedabad, India",08-Nov-13,Gold,Fuel,F,67416
8300,"Bengaluru, India",08-Nov-13,Silver,Food,F,84612
8381,"Bengaluru, India",08-Nov-13,Platinum,Bills,F,217889
8461,"Ahmedabad, India",08-Nov-13,Silver,Fuel,F,216397
8654,"Greater Mumbai, India",08-Nov-13,Silver,Grocery,F,137159
8817,"Greater Mumbai, India",08-Nov-13,Gold,Bills,M,143213
9900,"Ahmedabad, India",08-Nov-13,Gold,Fuel,F,9621
10797,"Greater Mumbai, India",08-Nov-13,Platinum,Bills,F,30035
11118,"Delhi, India",08-Nov-13,Platinum,Food,F,278378
11412,"Bengaluru, India",08-Nov-13,Signature,Food,M,122065
11561,"Bengaluru, India",08-Nov-13,Silver,Fuel,M,70118
11649,"Ahmedabad, India",08-Nov-13,Signature,Food,F,178867
11652,"Ahmedabad, India",08-Nov-13,Platinum,Entertainment,M,186964
11726,"Bengaluru, India",08-Nov-13,Platinum,Grocery,M,65822
12009,"Delhi, India",08-Nov-13,Gold,Grocery,F,254192
12146,"Greater Mumbai, India",08-Nov-13,Platinum,Grocery,M,170174
12264,"Ahmedabad, India",08-Nov-13,Silver,Bills,F,55064
13226,"Bengaluru, India",08-Nov-13,Silver,Grocery,M,279613
13479,"Greater Mumbai, India",08-Nov-13,Signature,Grocery,M,114091
13807,"Bengaluru, India",08-Nov-13,Silver,Grocery,F,129021
13846,"Ahmedabad, India",08-Nov-13,Platinum,Grocery,F,201942
14275,"Roorkee, India",08-Nov-13,Signature,Entertainment,F,255753
14483,"Tharad, India",08-Nov-13,Signature,Grocery,M,209900
14769,"Jamshedpur, India",08-Nov-13,Gold,Fuel,F,120370
15433,"Sidhi, India",08-Nov-13,Platinum,Food,F,168834
15816,"Nainital, India",08-Nov-13,Silver,Bills,M,80668
16075,"Sangli, India",08-Nov-13,Silver,Fuel,F,126900
16318,"Morena, India",08-Nov-13,Silver,Food,F,151782
17044,"Puranpur, India",08-Nov-13,Gold,Entertainment,M,191784
17180,"Puttur, India",08-Nov-13,Silver,Bills,F,54934
17195,"Kolar, India",08-Nov-13,Signature,Fuel,M,2833
17494,"Rajgir, India",08-Nov-13,Gold,Grocery,M,78404
17844,"Raigarh, India",08-Nov-13,Signature,Grocery,F,249857
17975,"Bhongir, India",08-Nov-13,Signature,Grocery,M,116968
19692,"Nahan, India",08-Nov-13,Gold,Entertainment,F,297630
19705,"Agartala, India",08-Nov-13,Silver,Food,M,31837
20354,"Chennai, India",08-Nov-13,Silver,Entertainment,M,154826
20484,"Hyderabad, India",08-Nov-13,Silver,Entertainment,M,39070
22437,"Kolkata, India",08-Nov-13,Silver,Food,M,46588
22999,"Kanpur, India",08-Nov-13,Signature,Fuel,M,41739
1606,"Delhi, India",07-Nov-13,Silver,Food,M,277090
2387,"Delhi, India",07-Nov-13,Silver,Fuel,M,120809
2771,"Bengaluru, India",07-Nov-13,Platinum,Bills,F,62196
3633,"Bengaluru, India",07-Nov-13,Silver,Bills,M,147985
4993,"Bengaluru, India",07-Nov-13,Silver,Grocery,M,233078
5152,"Delhi, India",07-Nov-13,Platinum,Bills,M,156518
6486,"Greater Mumbai, India",07-Nov-13,Silver,Entertainment,M,289082
7539,"Ahmedabad, India",07-Nov-13,Signature,Entertainment,M,248811
8240,"Greater Mumbai, India",07-Nov-13,Platinum,Grocery,F,183206
9009,"Greater Mumbai, India",07-Nov-13,Silver,Entertainment,M,271163
9858,"Bengaluru, India",07-Nov-13,Platinum,Bills,M,59136
9992,"Bengaluru, India",07-Nov-13,Platinum,Fuel,M,89143
11605,"Delhi, India",07-Nov-13,Signature,Entertainment,M,222117
15094,"Chilakaluripet, India",07-Nov-13,Platinum,Grocery,M,134710
16137,"Namakkal, India",07-Nov-13,Signature,Bills,M,9030
17371,"Medininagar (Daltonganj), India",07-Nov-13,Platinum,Grocery,F,200366
17553,"Mansa, India",07-Nov-13,Gold,Food,F,112973
17728,"Sirhind Fatehgarh Sahib, India",07-Nov-13,Signature,Grocery,M,150722
18539,"Amalapuram, India",07-Nov-13,Signature,Grocery,M,203578
18698,"Satana, India",07-Nov-13,Silver,Food,M,59950
18930,"Sultanganj, India",07-Nov-13,Signature,Fuel,F,277363
19209,"Lachhmangarh, India",07-Nov-13,Gold,Fuel,F,146883
20093,"Surat, India",07-Nov-13,Platinum,Fuel,M,278398
20473,"Lucknow, India",07-Nov-13,Platinum,Grocery,F,293640
20935,"Pune, India",07-Nov-13,Gold,Bills,F,261630
21147,"Chennai, India",07-Nov-13,Platinum,Food,F,251985
21286,"Kolkata, India",07-Nov-13,Signature,Grocery,M,188861
21304,"Kanpur, India",07-Nov-13,Signature,Fuel,F,252845
21353,"Chennai, India",07-Nov-13,Platinum,Bills,M,140078
21407,"Lucknow, India",07-Nov-13,Silver,Fuel,F,209794
21701,"Jaipur, India",07-Nov-13,Gold,Entertainment,M,242900
21754,"Pune, India",07-Nov-13,Signature,Entertainment,M,283596
22010,"Pune, India",07-Nov-13,Signature,Entertainment,M,143180
22124,"Jaipur, India",07-Nov-13,Silver,Food,F,81970
22435,"Kanpur, India",07-Nov-13,Gold,Fuel,M,79531
22904,"Hyderabad, India",07-Nov-13,Silver,Fuel,M,276922
23598,"Kanpur, India",07-Nov-13,Signature,Food,F,7926
24196,"Chennai, India",07-Nov-13,Signature,Grocery,F,218873
24238,"Pune, India",07-Nov-13,Silver,Food,M,234954
24538,"Kanpur, India",07-Nov-13,Signature,Food,M,38193
24939,"Hyderabad, India",07-Nov-13,Silver,Fuel,M,178667
871,"Bengaluru, India",06-Nov-13,Silver,Bills,F,55248
899,"Ahmedabad, India",06-Nov-13,Silver,Fuel,F,176835
901,"Bengaluru, India",06-Nov-13,Silver,Food,F,7625
1290,"Delhi, India",06-Nov-13,Gold,Food,F,24675
1309,"Delhi, India",06-Nov-13,Signature,Food,F,34676
1421,"Ahmedabad, India",06-Nov-13,Platinum,Food,F,15933
1804,"Greater Mumbai, India",06-Nov-13,Silver,Grocery,M,141476
3578,"Greater Mumbai, India",06-Nov-13,Silver,Fuel,M,181153
3928,"Delhi, India",06-Nov-13,Silver,Entertainment,M,108170
4462,"Bengaluru, India",06-Nov-13,Silver,Fuel,F,280870
5424,"Ahmedabad, India",06-Nov-13,Gold,Food,M,151934
5591,"Delhi, India",06-Nov-13,Platinum,Fuel,M,12638
6169,"Greater Mumbai, India",06-Nov-13,Silver,Grocery,M,55102
8549,"Ahmedabad, India",06-Nov-13,Gold,Fuel,M,206270
8930,"Ahmedabad, India",06-Nov-13,Signature,Food,M,120819
9254,"Greater Mumbai, India",06-Nov-13,Silver,Food,F,252321
9597,"Bengaluru, India",06-Nov-13,Signature,Grocery,F,52934
10110,"Greater Mumbai, India",06-Nov-13,Signature,Entertainment,M,170311
10816,"Bengaluru, India",06-Nov-13,Signature,Food,M,113095
11613,"Bengaluru, India",06-Nov-13,Gold,Entertainment,F,180381
12093,"Bengaluru, India",06-Nov-13,Platinum,Food,F,123752
13143,"Greater Mumbai, India",06-Nov-13,Gold,Fuel,M,139609
13161,"Greater Mumbai, India",06-Nov-13,Platinum,Food,M,133094
13207,"Greater Mumbai, India",06-Nov-13,Platinum,Entertainment,F,136890
13282,"Ahmedabad, India",06-Nov-13,Gold,Entertainment,F,266069
14082,"Pipar City, India",06-Nov-13,Silver,Bills,M,194592
14444,"Manmad, India",06-Nov-13,Signature,Grocery,F,234400
14579,"Sohna, India",06-Nov-13,Signature,Food,F,21442
14665,"Naila Janjgir, India",06-Nov-13,Signature,Fuel,F,29136
14960,"Bhilai Nagar, India",06-Nov-13,Silver,Fuel,F,20968
15168,"Maner, India",06-Nov-13,Platinum,Bills,M,225499
16274,"Seoni-Malwa, India",06-Nov-13,Platinum,Grocery,M,155569
16396,"Ladnu, India",06-Nov-13,Silver,Bills,M,38809
16663,"Farooqnagar, India",06-Nov-13,Gold,Entertainment,M,227086
16853,"Ranipet, India",06-Nov-13,Signature,Bills,M,138479
17160,"Sonipat, India",06-Nov-13,Signature,Grocery,M,199157
19703,"Vatakara, India",06-Nov-13,Silver,Bills,M,67549
20095,"Hyderabad, India",06-Nov-13,Signature,Grocery,M,57362
20398,"Kanpur, India",06-Nov-13,Gold,Fuel,F,289988
21417,"Surat, India",06-Nov-13,Signature,Bills,F,136372
21854,"Lucknow, India",06-Nov-13,Gold,Entertainment,F,96895
22372,"Lucknow, India",06-Nov-13,Gold,Food,F,257840
22796,"Lucknow, India",06-Nov-13,Gold,Food,M,240925
23355,"Chennai, India",06-Nov-13,Signature,Fuel,M,182959
24216,"Surat, India",06-Nov-13,Platinum,Entertainment,M,123115
25152,"Pune, India",06-Nov-13,Silver,Bills,M,155677
25473,"Hyderabad, India",06-Nov-13,Platinum,Travel,F,229231
118,"Ahmedabad, India",05-Nov-13,Platinum,Bills,F,490128
425,"Delhi, India",05-Nov-13,Signature,Bills,F,72763
444,"Delhi, India",05-Nov-13,Platinum,Bills,F,88344
808,"Bengaluru, India",05-Nov-13,Silver,Bills,F,139130
1158,"Ahmedabad, India",05-Nov-13,Silver,Grocery,F,22795
1558,"Delhi, India",05-Nov-13,Signature,Food,F,272060
2625,"Greater Mumbai, India",05-Nov-13,Gold,Fuel,F,265328
2816,"Delhi, India",05-Nov-13,Signature,Grocery,M,79234
2988,"Delhi, India",05-Nov-13,Silver,Grocery,F,279342
3199,"Greater Mumbai, India",05-Nov-13,Silver,Entertainment,M,161861
4863,"Bengaluru, India",05-Nov-13,Platinum,Entertainment,M,111186
5128,"Greater Mumbai, India",05-Nov-13,Signature,Food,M,288390
5254,"Greater Mumbai, India",05-Nov-13,Gold,Bills,M,15314
5404,"Delhi, India",05-Nov-13,Gold,Entertainment,M,135165
5413,"Ahmedabad, India",05-Nov-13,Platinum,Entertainment,F,244384
5644,"Bengaluru, India",05-Nov-13,Silver,Entertainment,F,246465
5771,"Delhi, India",05-Nov-13,Platinum,Fuel,M,56482
5887,"Greater Mumbai, India",05-Nov-13,Gold,Food,F,52417
5950,"Bengaluru, India",05-Nov-13,Silver,Grocery,F,273139
6352,"Ahmedabad, India",05-Nov-13,Signature,Entertainment,F,248041
6614,"Delhi, India",05-Nov-13,Gold,Bills,F,274164
7657,"Ahmedabad, India",05-Nov-13,Platinum,Entertainment,F,61664
8430,"Bengaluru, India",05-Nov-13,Gold,Grocery,M,84177
9015,"Delhi, India",05-Nov-13,Silver,Entertainment,F,31539
9165,"Delhi, India",05-Nov-13,Platinum,Entertainment,M,175622
9278,"Bengaluru, India",05-Nov-13,Silver,Bills,M,55382
9357,"Bengaluru, India",05-Nov-13,Platinum,Grocery,M,21767
9810,"Bengaluru, India",05-Nov-13,Signature,Food,M,196832
10043,"Greater Mumbai, India",05-Nov-13,Signature,Fuel,F,98664
10788,"Delhi, India",05-Nov-13,Silver,Food,M,104517
10916,"Ahmedabad, India",05-Nov-13,Silver,Food,F,268989
11340,"Bengaluru, India",05-Nov-13,Platinum,Food,M,234955
11375,"Ahmedabad, India",05-Nov-13,Gold,Fuel,F,215046
11477,"Bengaluru, India",05-Nov-13,Gold,Fuel,M,95366
11744,"Bengaluru, India",05-Nov-13,Signature,Grocery,M,225226
12232,"Greater Mumbai, India",05-Nov-13,Silver,Grocery,F,262898
12863,"Ahmedabad, India",05-Nov-13,Platinum,Bills,M,287721
13232,"Greater Mumbai, India",05-Nov-13,Silver,Food,F,218033
15252,"Raghogarh-Vijaypur, India",05-Nov-13,Silver,Grocery,F,284754
16413,"Bhilai Nagar, India",05-Nov-13,Gold,Grocery,F,163034
16421,"Bathinda, India",05-Nov-13,Gold,Grocery,M,246477
16437,"Bhagalpur, India",05-Nov-13,Platinum,Entertainment,F,26331
17923,"Sambhal, India",05-Nov-13,Gold,Bills,F,62067
18256,"Sagar, India",05-Nov-13,Signature,Bills,M,190999
21790,"Lucknow, India",05-Nov-13,Silver,Bills,M,279823
22067,"Chennai, India",05-Nov-13,Signature,Food,F,251293
22104,"Hyderabad, India",05-Nov-13,Silver,Fuel,F,233183
22464,"Chennai, India",05-Nov-13,Silver,Fuel,M,109083
22529,"Surat, India",05-Nov-13,Silver,Grocery,M,203446
23370,"Kolkata, India",05-Nov-13,Silver,Entertainment,M,111289
23816,"Pune, India",05-Nov-13,Silver,Grocery,M,250675
23918,"Surat, India",05-Nov-13,Silver,Food,M,145588
24143,"Kolkata, India",05-Nov-13,Platinum,Entertainment,M,181391
24293,"Kolkata, India",05-Nov-13,Silver,Grocery,M,266858
24466,"Pune, India",05-Nov-13,Platinum,Food,M,235323
25816,"Pune, India",05-Nov-13,Signature,Travel,M,158988
47,"Ahmedabad, India",04-Nov-13,Platinum,Bills,F,313626
1151,"Bengaluru, India",04-Nov-13,Silver,Grocery,F,207311
1198,"Delhi, India",04-Nov-13,Silver,Bills,F,10155
1362,"Bengaluru, India",04-Nov-13,Gold,Food,F,225377
1578,"Delhi, India",04-Nov-13,Gold,Food,F,14332
2510,"Greater Mumbai, India",04-Nov-13,Platinum,Fuel,M,162577
2843,"Bengaluru, India",04-Nov-13,Gold,Grocery,M,42697
2978,"Greater Mumbai, India",04-Nov-13,Platinum,Bills,F,3670
3600,"Delhi, India",04-Nov-13,Silver,Food,F,79959
4643,"Ahmedabad, India",04-Nov-13,Silver,Fuel,F,244917
5499,"Delhi, India",04-Nov-13,Signature,Entertainment,M,253025
6045,"Ahmedabad, India",04-Nov-13,Platinum,Entertainment,M,266056
6055,"Delhi, India",04-Nov-13,Silver,Grocery,F,119316
6648,"Bengaluru, India",04-Nov-13,Gold,Entertainment,F,25502
6881,"Greater Mumbai, India",04-Nov-13,Gold,Grocery,F,56970
7283,"Bengaluru, India",04-Nov-13,Signature,Bills,M,277104
8324,"Ahmedabad, India",04-Nov-13,Signature,Fuel,M,222249
9943,"Delhi, India",04-Nov-13,Signature,Fuel,F,206250
10114,"Delhi, India",04-Nov-13,Platinum,Food,M,21011
10857,"Delhi, India",04-Nov-13,Platinum,Food,M,298059
11328,"Ahmedabad, India",04-Nov-13,Silver,Entertainment,M,170018
11531,"Bengaluru, India",04-Nov-13,Silver,Grocery,F,118609
11574,"Greater Mumbai, India",04-Nov-13,Gold,Entertainment,F,8018
13765,"Greater Mumbai, India",04-Nov-13,Platinum,Grocery,F,106503
13908,"Bengaluru, India",04-Nov-13,Silver,Grocery,F,209526
14561,"Savarkundla, India",04-Nov-13,Signature,Bills,M,84088
14821,"Rajgarh (Churu), India",04-Nov-13,Platinum,Food,M,275734
14987,"Sasaram, India",04-Nov-13,Silver,Food,M,31553
15530,"Zunheboto, India",04-Nov-13,Signature,Bills,M,89271
15747,"Mandsaur, India",04-Nov-13,Silver,Grocery,M,277928
15843,"Mancherial, India",04-Nov-13,Gold,Food,M,34220
18532,"Solan, India",04-Nov-13,Signature,Grocery,M,215207
18784,"Samana, India",04-Nov-13,Signature,Entertainment,M,184026
18993,"Puranpur, India",04-Nov-13,Silver,Food,M,60109
19180,"Warora, India",04-Nov-13,Signature,Fuel,F,258629
19270,"Batala, India",04-Nov-13,Platinum,Food,M,117754
19548,"Kayamkulam, India",04-Nov-13,Signature,Food,M,221590
20819,"Hyderabad, India",04-Nov-13,Signature,Grocery,F,161750
21746,"Chennai, India",04-Nov-13,Gold,Grocery,F,294404
22244,"Kanpur, India",04-Nov-13,Gold,Fuel,M,81324
22528,"Chennai, India",04-Nov-13,Silver,Entertainment,F,232866
22611,"Chennai, India",04-Nov-13,Signature,Food,F,96305
22996,"Surat, India",04-Nov-13,Platinum,Fuel,F,62440
23936,"Jaipur, India",04-Nov-13,Gold,Grocery,M,190527
23954,"Surat, India",04-Nov-13,Silver,Grocery,M,288551
24073,"Pune, India",04-Nov-13,Platinum,Grocery,M,256265
24149,"Kanpur, India",04-Nov-13,Silver,Food,M,230429
24320,"Kanpur, India",04-Nov-13,Signature,Food,F,124728
25720,"Surat, India",04-Nov-13,Silver,Travel,M,111667
215,"Delhi, India",03-Nov-13,Platinum,Bills,F,780669
350,"Bengaluru, India",03-Nov-13,Silver,Bills,F,465281
1789,"Greater Mumbai, India",03-Nov-13,Signature,Food,F,114085
2057,"Greater Mumbai, India",03-Nov-13,Silver,Fuel,F,22261
2647,"Ahmedabad, India",03-Nov-13,Gold,Fuel,M,78101
3324,"Greater Mumbai, India",03-Nov-13,Platinum,Bills,F,149424
5177,"Greater Mumbai, India",03-Nov-13,Platinum,Entertainment,M,83076
5209,"Ahmedabad, India",03-Nov-13,Gold,Grocery,F,178941
6712,"Bengaluru, India",03-Nov-13,Signature,Entertainment,F,104871
6836,"Ahmedabad, India",03-Nov-13,Signature,Fuel,M,174599
7447,"Ahmedabad, India",03-Nov-13,Gold,Fuel,M,37854
8321,"Bengaluru, India",03-Nov-13,Platinum,Fuel,M,14332
8552,"Greater Mumbai, India",03-Nov-13,Gold,Fuel,M,226367
8758,"Bengaluru, India",03-Nov-13,Gold,Grocery,M,159903
9649,"Delhi, India",03-Nov-13,Platinum,Fuel,M,149480
9963,"Delhi, India",03-Nov-13,Gold,Food,F,59655
12103,"Ahmedabad, India",03-Nov-13,Gold,Entertainment,F,1844
12114,"Greater Mumbai, India",03-Nov-13,Silver,Food,M,270276
14152,"Palakkad, India",03-Nov-13,Silver,Grocery,F,167304
14378,"Sidlaghatta, India",03-Nov-13,Signature,Food,F,14639
15171,"Bikaner, India",03-Nov-13,Silver,Entertainment,M,28907
15607,"Lal Gopalganj Nindaura, India",03-Nov-13,Signature,Bills,F,87663
15658,"Sindhagi, India",03-Nov-13,Gold,Grocery,F,39093
16069,"Pilibanga, India",03-Nov-13,Silver,Fuel,F,155294
16156,"Warora, India",03-Nov-13,Signature,Entertainment,F,139296
16174,"Narsipatnam, India",03-Nov-13,Platinum,Entertainment,M,170663
16201,"Upleta, India",03-Nov-13,Gold,Grocery,F,222177
17244,"Shahpura, India",03-Nov-13,Platinum,Fuel,M,293015
18915,"Sonipat, India",03-Nov-13,Silver,Food,F,9179
20230,"Kolkata, India",03-Nov-13,Platinum,Food,F,41130
21963,"Kolkata, India",03-Nov-13,Platinum,Food,M,256643
22565,"Surat, India",03-Nov-13,Gold,Entertainment,M,247769
22661,"Chennai, India",03-Nov-13,Platinum,Food,F,188765
23030,"Kolkata, India",03-Nov-13,Silver,Bills,M,211054
23593,"Kanpur, India",03-Nov-13,Silver,Grocery,F,91930
23645,"Jaipur, India",03-Nov-13,Signature,Food,F,182011
25125,"Kolkata, India",03-Nov-13,Platinum,Bills,F,284312
25419,"Pune, India",03-Nov-13,Signature,Travel,M,276612
787,"Ahmedabad, India",02-Nov-13,Silver,Grocery,F,171803
1364,"Greater Mumbai, India",02-Nov-13,Gold,Food,F,104262
1512,"Greater Mumbai, India",02-Nov-13,Gold,Food,M,225966
3208,"Delhi, India",02-Nov-13,Gold,Food,M,135150
3825,"Delhi, India",02-Nov-13,Gold,Grocery,F,173556
4097,"Delhi, India",02-Nov-13,Signature,Entertainment,M,86166
4928,"Ahmedabad, India",02-Nov-13,Signature,Grocery,F,247502
5752,"Bengaluru, India",02-Nov-13,Gold,Food,F,251404
6533,"Bengaluru, India",02-Nov-13,Gold,Grocery,M,8393
10572,"Greater Mumbai, India",02-Nov-13,Silver,Entertainment,F,61674
10713,"Bengaluru, India",02-Nov-13,Gold,Grocery,F,65007
10856,"Ahmedabad, India",02-Nov-13,Platinum,Food,M,85678
11146,"Bengaluru, India",02-Nov-13,Silver,Entertainment,M,234947
12087,"Greater Mumbai, India",02-Nov-13,Signature,Food,M,90271
13780,"Greater Mumbai, India",02-Nov-13,Silver,Bills,F,34470
14008,"Karjat, India",02-Nov-13,Signature,Fuel,M,269258
14784,"Arwal, India",02-Nov-13,Gold,Grocery,M,94554
14866,"Nadbai, India",02-Nov-13,Signature,Fuel,M,280577
15460,"Anantnag, India",02-Nov-13,Signature,Food,F,49363
16527,"Parvathipuram, India",02-Nov-13,Platinum,Entertainment,M,160653
16593,"Raipur, India",02-Nov-13,Platinum,Food,M,279844
16972,"Sankarankoil, India",02-Nov-13,Silver,Grocery,M,207493
17411,"Pandharpur, India",02-Nov-13,Gold,Bills,F,160925
